Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
415;COLB;Columbia Banking System, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1972361026;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
416;COLD;Americold Realty Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03064D1081;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
417;COLM;Columbia Sportswear Company;Акции;Акции иностранного эмитента обыкновенные;;US1985161066;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
418;CON@DE;Continental Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0005439004;ESVUFB;1,00;0,01;EUR;01.03.2021 0:00:00;;;НЕТ;Эмитенты с листингом в ФРГ
419;COO;The Cooper Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2166484020;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
420;COOP;Mr. Cooper Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62482R1077;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
421;COP;ConocoPhillips;Акции;Акции иностранного эмитента обыкновенные;;US20825C1045;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
422;CORR;CorEnergy Infrastructure Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US21870U5020;ESVUFR;1,00;0,01;USD;21.01.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
423;CORT;Corcept Therapeutics Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US2183521028;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
424;COST;Costco Wholesale Corporation;Акции;Акции иностранного эмитента обыкновенные;;US22160K1051;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
425;COTY;Coty Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US2220702037;ESVUFR;1,00;0,01;USD;09.08.2018 0:00:00;;;НЕТ;Эмитенты с листингом в США
426;COUP;Coupa Software Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US22266L1061;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
427;COUR;Coursera, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22266M1045;ESVUFR;1,00;0,01;USD;03.05.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
428;COWN;Cowen Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US2236226062;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
429;CP;Canadian Pacific Railway Limited;Акции;Акции иностранного эмитента обыкновенные;;CA13645T1003;ESVUFR;1,00;0,01;USD;21.12.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
430;CPB;Campbell Soup Company;Акции;Акции иностранного эмитента обыкновенные;;US1344291091;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
431;CPNG;Coupang, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US22266T1097;ESVUFR;1,00;0,01;USD;03.05.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
432;CPRI;Capri Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;VGG1890L1076;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
433;CPRT;Copart, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2172041061;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
434;CPS;Cooper-Standard Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US21676P1030;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
435;CPT;Camden Property Trust;Акции;Акции иностранного эмитента обыкновенные;;US1331311027;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
436;CR;Crane Holdings, Co.;Акции;Акции иностранного эмитента обыкновенные;;US2244411052;ESVUFR;1,00;0,01;USD;25.05.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
437;CRI;Carter's, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1462291097;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
438;CRL;Charles River Laboratories International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1598641074;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
439;CRM;Salesforce, Inc. ;Акции;Акции иностранного эмитента обыкновенные;;US79466L3024;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
440;CRMT;America’s Car-Mart, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03062T1051;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
441;CRNC;Cerence Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1567271093;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
442;CROX;Crocs, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2270461096;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
443;CRS;Carpenter Technology Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1442851036;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
444;CRSP;CRISPR Therapeutics AG;Акции;Акции иностранного эмитента обыкновенные;;CH0334081137;ESVTFR;1,00;0,01;USD;10.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
445;CRSR;Corsair Gaming, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22041X1028;ESVUFR;1,00;0,01;USD;09.07.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
446;CRUS;Cirrus Logic, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1727551004;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
447;CRVL;CorVel Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2210061097;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
448;CRWD;CrowdStrike Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US22788C1053;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
449;CSCO;Cisco Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US17275R1023;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
450;CSGP;CoStar Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22160N1090;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
451;CSGS;CSG Systems International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1263491094;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
452;CSII;Cardiovascular Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1416191062;ESVTFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
453;CSL;Carlisle Companies Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US1423391002;ESVXFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
454;CSWI;CSW Industrials, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1264021064;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
455;CSX;CSX Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1264081035;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
456;CTAS;Cintas Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1729081059;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
457;CTLT;Catalent, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1488061029;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
458;CTRA;Coterra Energy Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1270971039;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
459;CTSH;Cognizant Technology Solutions Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US1924461023;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
460;CTVA;Corteva, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22052L1044;ESVUFR;1,00;0,01;USD;10.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
461;CTXS;Citrix Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1773761002;ESVUFR;1,00;0,01;USD;26.04.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
462;CUBE;CubeSmart;Акции;Акции иностранного эмитента обыкновенные;;US2296631094;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
463;CVCO;Cavco Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1495681074;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
464;CVET;Covetrus, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22304C1009;ESVUFR;1,00;0,01;USD;19.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
465;CVGW;Calavo Growers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1282461052;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
466;CVLT;Commvault Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2041661024;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
467;CVM;CEL-SCI Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1508376076;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
